# Sheet: Sheet1
Typhoon Name,Year,Region,Province,City/Municipality,Families,Person,Brgy,Dead,Injured/Ill,Missing,Totally,Partially,Total,Quantity,Cost,Assistance_Type_Normalized,Category
KRISTINE-LEON,2024,3,Nueva Ecija,3RD DISTRICT,,,,,,,,,,2000,1538974.36,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Pampanga,3RD DISTRICT,,,,,,,,,,0,201200,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Bulacan,5TH DISTRICT,,,,,,,,,,5000,3271297,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Pampanga,5TH DISTRICT,,,,,,,,,,15000,11546400,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,3,Bataan,ABUCAY,80,279,2,,,,1,0,1,,,,
KRISTINE-LEON,2024,3,Bataan,ABUCAY,77,273,1,0,1,0,,,,0,74705,,
KRISTINE-LEON,2024,3,Bulacan,ANGAT,9,45,1,,,,,,,,,,
GORING-HANNA-INENG,2023,3,Pampanga,APALIT,6136,23810,3,,,,,,,,,,
KRISTINE-LEON,2024,3,Pampanga,ARAYAT,227,899,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Aurora,AURORA,,,,,,,,,,500,312400,['HYGIENE KIT'],['HYGIENE KIT']
GORING-HANNA-INENG,2023,3,Pampanga,BACOOR,71,299,2,,,,,,,0,31950,['RELIEF ASSISTANCE'],['FINANCIAL / SOCIAL ASSISTANCE']
FABIAN,2021,3,Bataan,BAGAC,3,16,1,,,,0,1,1,,,,
GORING-HANNA-INENG,2023,3,Bataan,BAGAC,66,216,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Bataan,BAGAC,66,230,2,,,,1,9,10,0,69395,,
KRISTINE-LEON,2024,3,Bulacan,BALAGTAS,9589,28795,8,,,,,,,5000,3355480,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Bataan,BALANGA CITY,13,60,1,,,,,,,0,8760,,
KRISTINE-LEON,2024,3,Aurora,BALER,1239,3906,11,,,,,,,1000,769760,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Bulacan,BALIWAG,88,352,4,,,,,,,,,,
FABIAN,2021,3,Bulacan,BOCAUE,51,200,6,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,BOCAUE,10367,34608,12,,,,,,,,,,
KRISTINE-LEON,2024,3,Zambales,BOTOLAN,50,115,3,,,,2,1,3,50,25500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Bulacan,BULAKAN,313,985,11,,,,0,2,2,,,,
KRISTINE-LEON,2024,3,Bulacan,BUSTOS,83,253,2,,,,0,1,1,,,,
KRISTINE-LEON,2024,3,Zambales,CABAGAN,35,91,3,,,,,,,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,CABANATUAN,18879,75605,23,,,,,,,13000,10006880,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Nueva Ecija,CABIAO,937,4509,23,,,,,,,500,154000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
FABIAN,2021,3,Bulacan,CALUMPIT,16048,52360,17,,,,,,,,,,
GORING-HANNA-INENG,2023,3,Bulacan,CALUMPIT,41813,168240,29,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,CALUMPIT,33264,121784,27,,,,,,,5000,3492597.5,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Tarlac,CAMILING,26,86,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Pampanga,CANDABA,7873,29299,17,,,,0,2,2,2000,1403110,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Zambales,CANDELARIA,92,304,8,,,,0,2,2,,,,
KRISTINE-LEON,2024,3,Tarlac,CAPAS,572,2212,4,,,,,,,0,300680,,
KRISTINE-LEON,2024,3,Aurora,CASIGURAN,2931,10164,24,,,,,,,0,273880,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
FABIAN,2021,3,Zambales,CASTILLEJOS,18,58,1,,,,,,,0,7200,,
GORING-HANNA-INENG,2023,3,Zambales,CASTILLEJOS,43,133,2,,,,,,,,,,
KRISTINE-LEON,2024,3,Zambales,CASTILLEJOS,46,162,3,,,,,,,,,,
GORING-HANNA-INENG,2023,3,Cavite,CAVITE CITY,,,,,,,0,1,1,,,,
KRISTINE-LEON,2024,3,Tarlac,CONCEPCION,2693,10065,5,,,,,,,0,384880,,
GORING-HANNA-INENG,2023,3,Aurora,DILASAG,683,2708,11,,,,,,,683,726480,"['FAMILY FOOD PACK', 'RELIEF GOOD']","['FAMILY FOOD PACK', 'OTHERS']"
KRISTINE-LEON,2024,3,Aurora,DILASAG,3907,14171,11,,,,0,7,7,2000,1531500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,3,Aurora,DINALUNGAN,5,17,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Aurora,DINALUNGAN,667,2104,8,,,,,,,600,461856,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,3,Bataan,DINALUPIHAN,3,10,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Bataan,DINALUPIHAN,21,67,1,,,,,,,0,16725,,
KRISTINE-LEON,2024,3,Aurora,DINGALAN,2392,7272,11,,,,,,,1300,930172.4,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Aurora,DIPACULAO,2677,8321,25,,,,,,,0,250000,,
KRISTINE-LEON,2024,3,Pampanga,FLORIDA BLANCA,1557,5319,2,,,,,,,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,GAPAN,353,1385,10,,,,,,,,,,
FABIAN,2021,3,Pampanga,GUAGUA,15,50,2,,,,,,,,,,
FABIAN,2021,3,Bulacan,GUIGUINTO,52,190,4,,,,,,,0,894500,,
KRISTINE-LEON,2024,3,Bulacan,GUIGUINTO,362,927,3,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,HAGONOY,54935,178685,26,,,,2,23,25,5000,3634457.4,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Bataan,HERMOSA,14,64,3,,,,,,,,,,
GORING-HANNA-INENG,2023,3,Zambales,IBA,5,26,0,,,,,,,,,,
KRISTINE-LEON,2024,3,Zambales,IBA,99,306,4,,,,,,,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,JAEN,1562,6166,15,,,,,,,0,675000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Nueva Ecija,LAUR,1200,5920,11,,,,,,,0,287400,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,3,Batangas,LAUREL,,,,,,,0,31,31,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,LICAB,10,57,1,,,,,,,,,,
FABIAN,2021,3,Bataan,LIMAY,2,10,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Bataan,LIMAY,43,176,2,,,,8,7,15,0,1100,,
FABIAN,2021,3,Pampanga,LUBAO,2869,10670,15,,,,,,,,,,
KRISTINE-LEON,2024,3,Pampanga,LUBAO,2305,11318,3,,,,,,,,,,
KRISTINE-LEON,2024,3,Pampanga,MABALACAT,1846,5812,3,,,,,,,,,,
FABIAN,2021,3,Pampanga,MACABEBE,32,104,3,,,,,,,,,,
GORING-HANNA-INENG,2023,3,Pampanga,MACABEBE,24565,79209,25,,,,,,,,,,
KRISTINE-LEON,2024,3,Pampanga,MACABEBE,24176,95456,22,,,,,,,3000,2172870,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Pampanga,MAGALANG,13,55,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,MALOLOS CITY,3651,11490,19,,,,0,11,11,2500,1780864,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,3,Cavite,MARAGONDON,,,,,,,0,1,1,,,,
KRISTINE-LEON,2024,3,Aurora,MARIA AURORA,570,1856,29,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,MARILAO,165,502,8,,,,,,,,,,
FABIAN,2021,3,Bataan,MARIVELES,110,439,5,,,,,,,,,,
GORING-HANNA-INENG,2023,3,Bataan,MARIVELES,63,159,5,,,,0,7,7,,,,
KRISTINE-LEON,2024,3,Bataan,MARIVELES,159,420,1,,,,,,,0,63555,,
FABIAN,2021,3,Pampanga,MASANTOL,12151,60037,26,,,,0,2,2,,,,
GORING-HANNA-INENG,2023,3,Pampanga,MASANTOL,16059,48947,27,,,,,,,,,,
KRISTINE-LEON,2024,3,Pampanga,MASANTOL,23772,81338,26,,,,,,,,,,
KRISTINE-LEON,2024,3,Zambales,MASINLOC,114,291,4,1,0,0,,,,,,,
GORING-HANNA-INENG,2023,3,Pampanga,MEXICO,459,1548,4,,,,,,,0,5500,['RELIEF ASSISTANCE'],['FINANCIAL / SOCIAL ASSISTANCE']
KRISTINE-LEON,2024,3,Pampanga,MEXICO,49,175,2,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,MEYCAUAYAN,32099,84260,18,,,,,,,15000,11138201,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
FABIAN,2021,3,Pampanga,MINALIN,3,1,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Pampanga,MINALIN,16935,61965,15,,,,,,,,,,
GORING-HANNA-INENG,2023,3,Bataan,MORONG,25,63,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Bataan,MORONG,10,39,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,NAMPICUAN,105,400,5,,,,,,,,,,
FABIAN,2021,3,Olongapo,NO BREAKDOWN,4,21,2,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,NORZAGARAY,315,1028,8,,,,,,,,,,
GORING-HANNA-INENG,2023,3,Bulacan,OBANDO,19,43,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,OBANDO,20623,66380,11,1,0,0,0,2,2,4000,2875227,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Olongapo,OLONGAPO CITY,721,3447,2,,,,,,,,,,
KRISTINE-LEON,2024,3,Bataan,ORANI,68,261,1,,,,,,,0,84565,,
FABIAN,2021,3,Bataan,ORION,14,52,2,,,,,,,0,4932,,
GORING-HANNA-INENG,2023,3,Bataan,ORION,221,863,1,0,1,0,1,0,1,27,71604,"['FAMILY FOOD PACK', 'FINANCIAL', 'NOT SPECIFIED']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'NOT SPECIFIED']"
KRISTINE-LEON,2024,3,Bataan,ORION,268,1120,4,0,3,0,,,,0,160800,,
FABIAN,2021,3,Zambales,PALAUIG,11,40,2,,,,,,,,,,
KRISTINE-LEON,2024,3,Zambales,PALAUIG,51,184,11,,,,1,45,46,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,PALAYAN,85,229,13,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,PANDI,13,61,6,,,,0,9,9,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,PANTABANGAN,156,724,2,,,,,,,,,,
FABIAN,2021,3,Bulacan,PAOMBONG,6,31,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,PAOMBONG,21670,53111,14,,,,,,,4000,2798967.1,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Nueva Ecija,PENARANDA,8,28,2,,,,,,,,,,
FABIAN,2021,3,Bataan,PILAR,12,54,2,,,,,,,,,,
KRISTINE-LEON,2024,3,Bataan,PILAR,46,128,3,,,,,,,0,10035,,
KRISTINE-LEON,2024,3,Bulacan,PLARIDEL,3,12,2,,,,0,3,3,,,,
KRISTINE-LEON,2024,3,Pampanga,PORAC,2728,8936,6,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,PULILAN,547,2236,8,,,,,,,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,QUEZON,11,35,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,RIZAL,29,87,5,,,,,,,,,,
FABIAN,2021,3,Bataan,SAMAL,11,32,2,,,,,,,0,1470,,
FABIAN,2021,3,Zambales,SAN ANTONIO,4,23,1,,,,,,,0,4200,,
GORING-HANNA-INENG,2023,3,Zambales,SAN ANTONIO,11,42,2,,,,,,,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,SAN ANTONIO,3651,14342,8,,,,,,,1500,950025,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Zambales,SAN ANTONIO,4,6,1,,,,0,3,3,,,,
FABIAN,2021,3,Zambales,SAN FELIPE,466,704,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Zambales,SAN FELIPE,2,7,1,,,,,,,,,,
GORING-HANNA-INENG,2023,3,Pampanga,SAN FERNANDO,6477,32382,9,,,,,,,,,,
KRISTINE-LEON,2024,3,Pampanga,SAN FERNANDO,200,650,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,SAN ILDEFONSO,7,19,2,,,,,,,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,SAN ISIDRO,1432,5604,8,,,,,,,,,,
GORING-HANNA-INENG,2023,3,Bulacan,SAN JOSE DEL MONTE,3,17,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,SAN JOSE DEL MONTE,12,49,7,,,,0,5,5,,,,
KRISTINE-LEON,2024,3,Aurora,SAN LUIS,2065,7015,14,,,,,,,,,,
KRISTINE-LEON,2024,3,Pampanga,SAN LUIS,2937,10085,11,,,,0,3,3,,,,
FABIAN,2021,3,Zambales,SAN MARCELINO,2,10,1,,,,,,,,,,
GORING-HANNA-INENG,2023,3,Zambales,SAN MARCELINO,18,60,1,,,,,,,,,,
HENRY,2022,3,Zambales,SAN MARCELINO,3,13,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Zambales,SAN MARCELINO,2,10,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,SAN MIGUEL,3740,11902,13,,,,,,,,,,
GORING-HANNA-INENG,2023,3,Pampanga,SAN SIMON,52,158,2,,,,,,,,,,
KRISTINE-LEON,2024,3,Pampanga,SAN SIMON,2755,9352,5,,,,,,,1500,950025,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Pampanga,SANTA ANA,1020,4308,3,,,,,,,,,,
FABIAN,2021,3,Zambales,SANTA CRUZ,28,107,2,,,,,,,0,2962.5,,
GORING-HANNA-INENG,2023,3,Zambales,SANTA CRUZ,25,42,0,,,,,,,,,,
KRISTINE-LEON,2024,3,Zambales,SANTA CRUZ,1051,2582,13,,,,,,,,,,
KRISTINE-LEON,2024,3,Bulacan,SANTA MARIA,152,536,2,,,,,,,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,SANTA ROSA,929,3770,5,,,,,,,,,,
KRISTINE-LEON,2024,3,Pampanga,SANTO TOMAS,1823,5830,7,,,,,,,,,,
FABIAN,2021,3,Pampanga,SASMUAN,48,217,2,,,,,,,,,,
KRISTINE-LEON,2024,3,Pampanga,SASMUAN,3480,17400,5,,,,,,,0,201200,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
FABIAN,2021,3,Zambales,SUBIC,97,385,6,,,,,,,,,,
GORING-HANNA-INENG,2023,3,Zambales,SUBIC,1,4,1,,,,,,,,,,
KRISTINE-LEON,2024,3,Zambales,SUBIC,227,814,7,,,,,,,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,TALAVERA,200,782,6,,,,,,,,,,
KRISTINE-LEON,2024,3,Tarlac,TARLAC CITY,168,773,22,,,,,,,,,,
KRISTINE-LEON,2024,3,Nueva Ecija,ZARAGOZA,20,60,1,,,,,,,,,,
KRISTINE-LEON,2024,4A,Quezon,AGDANGAN,247,852,8,,,,2,113,115,246,179602.14,,
KRISTINE-LEON,2024,4A,Batangas,AGONCILLO,8818,36924,21,,,,1651,2556,4207,6782.09,5336387.25,,
KRISTINE-LEON,2024,4A,Quezon,ALABAT,312,969,14,,,,0,31,31,500,294605,,
KRISTINE-LEON,2024,4A,Laguna,ALAMINOS,1073,4471,15,,,,0,245,245,,,,
FABIAN,2021,4A,Cavite,ALFONSO,15,48,1,,,,,,,,,,
KRISTINE-LEON,2024,4A,Cavite,ALFONSO,85,346,13,,,,2,287,289,1,10000,,
GORING-HANNA-INENG,2023,4A,Batangas,ALITAGTAG,13,51,2,,,,,,,0,8390,['FNFI'],
KRISTINE-LEON,2024,4A,Batangas,ALITAGTAG,789,3401,19,,,,8,623,631,130,450806.16,,
FABIAN,2021,4A,Cavite,AMADEO,4,13,3,,,,,,,,,,
KRISTINE-LEON,2024,4A,Cavite,AMADEO,223,885,18,,,,1,23,24,,,,
FABIAN,2021,4A,Rizal,ANGONO,8,42,1,,,,,,,,,,
KRISTINE-LEON,2024,4A,Rizal,ANGONO,120,446,4,,,,,,,,,,
FABIAN,2021,4A,Rizal,ANTIPOLO,173,670,8,,,,,,,0,744000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4A,Rizal,ANTIPOLO,657,2482,11,,,,1,4,5,,,,
KRISTINE-LEON,2024,4A,Quezon,ATIMONAN,317,972,18,,,,2,65,67,,,,
FABIAN,2021,4A,Cavite,BACOOR,132,513,13,,,,,,,0,8883000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4A,Cavite,BACOOR,31441,130940,33,,,,,,,,,,
FABIAN,2021,4A,Batangas,BALAYAN,26,110,6,0,0,1,,,,,,,
GORING-HANNA-INENG,2023,4A,Batangas,BALAYAN,3,15,2,,,,0,2,2,,,,
KRISTINE-LEON,2024,4A,Batangas,BALAYAN,2228,8705,41,,,,63,837,900,2040,1973664.8,,
KRISTINE-LEON,2024,4A,Batangas,BALETE,718,2222,5,,,,148,1129,1277,1182,2681174.52,,
FABIAN,2021,4A,Rizal,BARAS,109,508,1,,,,,,,0,99200,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4A,Rizal,BARAS,269,1077,9,,,,,,,,,,
FABIAN,2021,4A,Batangas,BATANGAS CITY,79,267,5,,,,,,,0,128694,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4A,Batangas,BATANGAS CITY,3431,15803,47,,,,62,995,1057,19055,13202406.74,,
FABIAN,2021,4A,Batangas,BAUANG,67,266,8,,,,,,,,,,
GORING-HANNA-INENG,2023,4A,Batangas,BAUANG,87,380,6,,,,,,,,,,
KRISTINE-LEON,2024,4A,Batangas,BAUANG,2078,7457,32,,,,129,660,789,500,2372105,,
KRISTINE-LEON,2024,4A,Laguna,BAY,24184,68059,15,,,,107,1310,1417,500,1400092.36,,
FABIAN,2021,4A,Laguna,BIÑAN,30,133,4,,,,,,,,,,
KRISTINE-LEON,2024,4A,Laguna,BIÑAN,37586,217184,24,,,,10,0,10,500,294605,,
FABIAN,2021,4A,Rizal,BINANGONAN,5,19,1,,,,,,,,,,
KRISTINE-LEON,2024,4A,Rizal,BINANGONAN,185,971,11,,,,,,,,,,
KRISTINE-LEON,2024,4A,Quezon,BUENAVISTA,1403,5722,35,,,,8,483,491,958,699426.22,,
KRISTINE-LEON,2024,4A,Quezon,BURDEOS,104,482,1,,,,,,,719,507225.74,,
KRISTINE-LEON,2024,4A,Laguna,CABUYAO CITY,2088,8171,17,,,,27,634,661,1100,803099,,
FABIAN,2021,4A,Rizal,CAINTA,417,1599,5,,,,,,,0,248000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4A,Rizal,CAINTA,721,2863,4,,,,,,,,,,
FABIAN,2021,4A,Batangas,CALACA CITY,19,73,2,,,,,,,0,60165.55,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,4A,Batangas,CALACA CITY,21,84,1,,,,,,,,,,
KRISTINE-LEON,2024,4A,Batangas,CALACA CITY,2695,11356,32,,,,121,1077,1198,500,13197000,,
KRISTINE-LEON,2024,4A,Laguna,CALAMBA CITY,19822,90457,41,,,,1147,5901,7048,3000,1998324,,
FABIAN,2021,4A,Batangas,CALATAGAN,60,245,6,,,,,,,0,24131.95,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,4A,Batangas,CALATAGAN,23,91,4,,,,,,,,,,
KRISTINE-LEON,2024,4A,Batangas,CALATAGAN,3120,9494,21,,,,273,4766,5039,3454,2883183,,
KRISTINE-LEON,2024,4A,Quezon,CALAUAG,9684,34554,60,,,,2,8,10,1700,1120732,,
KRISTINE-LEON,2024,4A,Laguna,CALAUAN,4702,21173,15,,,,130,4532,4662,,,,
KRISTINE-LEON,2024,4A,Quezon,CANDELARIA,168,670,17,,,,0,19,19,0,975300,,
KRISTINE-LEON,2024,4A,Rizal,CARDONA,2238,9915,18,,,,4,275,279,700,408233,,
KRISTINE-LEON,2024,4A,Cavite,CARMONA CITY,223,881,7,,,,1,25,26,,,,
KRISTINE-LEON,2024,4A,Quezon,CATANAUAN,7187,32226,36,,,,24,620,644,6994,4979609.24,,
KRISTINE-LEON,2024,4A,Laguna,CAVINTI,583,2345,18,,,,6,14,20,0,46800,,
FABIAN,2021,4A,Cavite,CAVITE CITY,57,191,4,,,,,,,,,,
KRISTINE-LEON,2024,4A,Cavite,CAVITE CITY,1216,3638,25,,,,,,,9100,6189238,,
GORING-HANNA-INENG,2023,4A,Batangas,CUENCA,1,8,1,,,,0,1,1,,,,
KRISTINE-LEON,2024,4A,Batangas,CUENCA,95,337,8,,,,10,604,614,285,137690,,
GORING-HANNA-INENG,2023,4A,Cavite,DASMARIÑAS,55,189,3,,,,,,,,,,
KRISTINE-LEON,2024,4A,Cavite,DASMARIÑAS,705,2660,36,,,,3,21,24,,,,
KRISTINE-LEON,2024,4A,Quezon,DOLORES,270,954,16,,,,7,77,84,,,,
KRISTINE-LEON,2024,4A,Laguna,FAMY,265,732,7,,,,0,17,17,,,,
KRISTINE-LEON,2024,4A,Cavite,GENERAL EMILIO AGUINALDO,29,150,7,,,,0,11,11,,,,
KRISTINE-LEON,2024,4A,Quezon,GENERAL LUNA,6961,26903,27,,,,0,4,4,4700,3237368,,
FABIAN,2021,4A,Cavite,GENERAL MARIANO ALVAREZ,13,63,2,,,,,,,,,,
KRISTINE-LEON,2024,4A,Cavite,GENERAL MARIANO ALVAREZ,72,326,9,,,,5,103,108,,,,
KRISTINE-LEON,2024,4A,Quezon,GENERAL NAKAR,9,38,2,,,,,,,,,,
FABIAN,2021,4A,Cavite,GENERAL TRIAS,93,357,5,,,,,,,,,,
GORING-HANNA-INENG,2023,4A,Cavite,GENERAL TRIAS,36,133,2,,,,,,,0,106720,['FNFI'],
KRISTINE-LEON,2024,4A,Cavite,GENERAL TRIAS CITY,703,2791,25,,,,36,53,89,,,,
KRISTINE-LEON,2024,4A,Quezon,GUINAYANGAN,770,2544,27,,,,1,58,59,,,,
KRISTINE-LEON,2024,4A,Quezon,GUMACA,1907,6354,37,,,,3,67,70,1995,1359789.55,,
KRISTINE-LEON,2024,4A,Cavite,HINDANG,34,133,7,,,,2,239,241,,,,
FABIAN,2021,4A,Batangas,IBAAN,,,,1,0,0,,,,,,,
KRISTINE-LEON,2024,4A,Batangas,IBAAN,766,3109,25,,,,17,536,553,0,566400,,
FABIAN,2021,4A,Cavite,IMUS CITY,103,375,5,,,,,,,,,,
GORING-HANNA-INENG,2023,4A,Cavite,IMUS CITY,88,341,6,,,,,,,,,,
KRISTINE-LEON,2024,4A,Cavite,IMUS CITY,4774,11130,34,,,,,,,4000,2365400,,
KRISTINE-LEON,2024,4A,Quezon,INFANTA,128,598,15,,,,2,103,105,0,3600,,
KRISTINE-LEON,2024,4A,Rizal,JALAJALA,1266,6921,11,,,,,,,900,524871,,
KRISTINE-LEON,2024,4A,Quezon,JOMALIG,252,823,5,,,,,,,,,,
KRISTINE-LEON,2024,4A,Laguna,KALAYAAN,281,819,3,,,,0,20,20,0,85000,,
FABIAN,2021,4A,Cavite,KAWIT,144,462,11,,,,,,,,,,
KRISTINE-LEON,2024,4A,Cavite,KAWIT,6905,27177,19,,,,,,,,,,
KRISTINE-LEON,2024,4A,Laguna,LAGUNA,,,,,,,,,,4500,2850625,,
GORING-HANNA-INENG,2023,4A,Batangas,LAUREL,31,158,5,,,,,,,,,,
KRISTINE-LEON,2024,4A,Batangas,LAUREL,1443,5458,13,,,,168,712,880,5401,9064752.36,,
FABIAN,2021,4A,Batangas,LEMERY,466,1661,11,,,,,,,0,247466.8,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4A,Batangas,LEMERY,9774,35254,39,,,,1270,4712,5982,5040,7116462.8,,
FABIAN,2021,4A,Batangas,LIAN,439,1616,6,1,0,0,4,21,25,,,,
GORING-HANNA-INENG,2023,4A,Batangas,LIAN,1660,6796,10,,,,2,20,22,,,,
KRISTINE-LEON,2024,4A,Batangas,LIAN,10484,51150,20,,,,276,4067,4343,340,900668.8,,
KRISTINE-LEON,2024,4A,Laguna,LILIW,1291,4670,31,,,,43,846,889,0,144000,,
GORING-HANNA-INENG,2023,4A,Batangas,LIPA CITY,41,143,1,,,,,,,,,,
KRISTINE-LEON,2024,4A,Batangas,LIPA CITY,1157,4476,37,,,,3,1186,1189,2004,1740180,,
FABIAN,2021,4A,Batangas,LOBO,,,,,,,,,,0,105000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,4A,Batangas,LOBO,63,240,11,,,,0,2,2,,,,
KRISTINE-LEON,2024,4A,Quezon,LOPEZ,1359,4715,55,,,,2,14,16,1200,699828,,
FABIAN,2021,4A,Laguna,LOS BAÑOS,25,89,2,,,,,,,,,,
KRISTINE-LEON,2024,4A,Laguna,LOS BAÑOS,975,3861,14,,,,20,111,131,300,176763,,
KRISTINE-LEON,2024,4A,Quezon,LUCBAN,151,681,19,0,2,0,4,281,285,80,50581.6,,
KRISTINE-LEON,2024,4A,Quezon,LUCENA CITY,549,2533,15,,,,,,,,,,
KRISTINE-LEON,2024,4A,Laguna,LUISIANA,202,829,6,,,,3,136,139,0,30200,,
KRISTINE-LEON,2024,4A,Laguna,LUMBAN,91,333,9,,,,3,29,32,0,6400,,
KRISTINE-LEON,2024,4A,Batangas,MABINI,905,3589,34,,,,138,821,959,,,,
KRISTINE-LEON,2024,4A,Laguna,MABITAC,1177,3978,19,,,,9,117,126,0,17688,,
KRISTINE-LEON,2024,4A,Quezon,MACALELON,2809,9925,28,,,,4,182,186,2162,1578454.58,,
KRISTINE-LEON,2024,4A,Cavite,MAGALLANES,0,0,0,,,,7,102,109,,,,
KRISTINE-LEON,2024,4A,Laguna,MAGDALENA,1166,4393,9,,,,3,978,981,,,,
KRISTINE-LEON,2024,4A,Laguna,MAJAYJAY,900,3212,15,,,,75,1021,1096,,,,
FABIAN,2021,4A,Batangas,MALVAR,6,24,1,,,,0,6,6,,,,
KRISTINE-LEON,2024,4A,Batangas,MALVAR,476,1902,10,,,,0,534,534,280,234800,,
FABIAN,2021,4A,Cavite,MARAGONDON,5,34,2,,,,,,,,,,
GORING-HANNA-INENG,2023,4A,Cavite,MARAGONDON,77,298,2,,,,,,,0,9280,['FNFI'],
